施設名,種別,管理運営機関,都道府県,市区町村,住所,電話番号,アドレス,Webサイト,担当部署,担当者,自主事業,状態,温度感,次回アクション,備考,補完状況,補完元,補完元URL
福山暁の星女子高等学校,私立高等学校,私立,広島県,福山市,広島県福山市西深津町３－４－１,084-922-1682,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D134310000255 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7218545 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,広島県私立中学高等学校協会 学校一覧,https://www.hiroshima-shigaku.com/find/category4/
福山暁の星小学校,私立小学校,私立,広島県,福山市,広島県福山市西深津町３－４－１,084-923-5264,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: B134310000053 / 学校種: B1(小学校) / 本分校: 本校 / 郵便番号: 7218545 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,広島県私立中学高等学校協会 学校一覧,https://www.hiroshima-shigaku.com/find/category6/
英数学館中学校,私立中学校,私立,広島県,福山市,広島県福山市引野町９８０－１,084-941-4115,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C134310000195 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 7218502 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,広島県私立中学高等学校協会 学校一覧,https://www.hiroshima-shigaku.com/find/category4/
英数学館小学校,私立小学校,私立,広島県,福山市,広島県福山市引野町９８０－１,084-941-4115,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: B134310000062 / 学校種: B1(小学校) / 本分校: 本校 / 郵便番号: 7218502 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,広島県私立中学高等学校協会 学校一覧,https://www.hiroshima-shigaku.com/find/category6/
英数学館高等学校,私立高等学校,私立,広島県,福山市,広島県福山市引野町９８０－１,084-941-4115,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D134310000282 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7218502 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,広島県私立中学高等学校協会 学校一覧,https://www.hiroshima-shigaku.com/find/category4/
近畿大学附属広島中学校福山校,私立中学校,私立,広島県,福山市,広島県福山市佐波町３８９,084-951-2695,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C134310000202 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 7200835 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,広島県私立中学高等学校協会 学校一覧,https://www.hiroshima-shigaku.com/find/category4/
近畿大学附属広島高等学校福山校,私立高等学校,私立,広島県,福山市,広島県福山市佐波町３８９,084-951-2695,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D134310000264 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7200835 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,広島県私立中学高等学校協会 学校一覧,https://www.hiroshima-shigaku.com/find/category4/
銀河学院中学校,私立中学校,私立,広島県,福山市,広島県福山市大門町大門１１９－８,084-941-9292,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C134310000211 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 7210921 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,広島県私立中学高等学校協会 学校一覧,https://www.hiroshima-shigaku.com/find/category4/
銀河学院高等学校,私立高等学校,私立,広島県,福山市,広島県福山市大門町大門１１９－８,084-941-9292,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D134310000273 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7210921 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,広島県私立中学高等学校協会 学校一覧,https://www.hiroshima-shigaku.com/find/category4/
下関国際高等学校,私立高等学校,私立,山口県,下関市,山口県下関市大字伊倉字四方山７番地,083-256-2321,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D135310000049 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7510862 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,山口県 私立学校一覧PDF,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/238991.pdf
下関短期大学付属高等学校,私立高等学校,私立,山口県,下関市,山口県下関市桜山町１－１,0833-72-7070,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D135310000030 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7508508 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,山口県 私立学校一覧PDF,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/238991.pdf
早鞆高等学校,私立高等学校,私立,山口県,下関市,山口県下関市上田中町８丁目３－１,083-231-0080,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D135310000021 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7508524 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,山口県 私立学校一覧PDF,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/238991.pdf
梅光学院中学校,私立中学校,私立,山口県,下関市,山口県下関市丸山町２丁目９－１,083-227-1200,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C135310000014 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 7500019 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,山口県 私立学校一覧PDF,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/238990.pdf
梅光学院高等学校,私立高等学校,私立,山口県,下関市,山口県下関市丸山町２丁目９－１,083-227-1200,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D135310000012 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7500019 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,山口県 私立学校一覧PDF,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/238991.pdf
聖光高等学校,私立高等学校,私立,山口県,光市,山口県光市光井９丁目２２番１号,0833-72-1187,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D135310000165 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7430011 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,山口県 私立学校一覧PDF,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/238991.pdf
山口県桜ケ丘高等学校,私立高等学校,私立,山口県,周南市,山口県周南市大字徳山５６２６番地の１,0834-21-0331,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D135310000110 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7450851 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,山口県 私立学校一覧PDF,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/238991.pdf
晃英館中学校,私立中学校,私立,山口県,周南市,山口県周南市大字徳山５６２６番地の１,083-922-5000,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C135310000078 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 7450851 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,山口県 私立学校一覧PDF,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/238990.pdf
宇部フロンティア大学付属中学校,私立中学校,私立,山口県,宇部市,山口県宇部市文京町１－２５,0836-35-9574,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C135310000023 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 7558560 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,山口県 私立学校一覧PDF,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/238990.pdf
宇部フロンティア大学付属香川高等学校,私立高等学校,私立,山口県,宇部市,山口県宇部市文京町１番２５号,0836-83-3587,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D135310000076 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7558560 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,山口県 私立学校一覧PDF,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/238991.pdf
宇部鴻城高等学校,私立高等学校,私立,山口県,宇部市,山口県宇部市大字際波字的場３７０,0836-41-8109,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D135310000058 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7590207 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,山口県 私立学校一覧PDF,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/238991.pdf
慶進中学校,私立中学校,私立,山口県,宇部市,山口県宇部市西琴芝２丁目１２－１８,0836-34-1111,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C135310000032 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 7550035 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,山口県 私立学校一覧PDF,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/238990.pdf
慶進高等学校,私立高等学校,私立,山口県,宇部市,山口県宇部市西琴芝２丁目１２－１８,0836-34-1111,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D135310000067 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7550035 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,山口県 私立学校一覧PDF,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/238991.pdf
山口中村学園高等学校,私立高等学校,私立,山口県,山口市,山口県山口市駅通り１丁目１－１,083-922-0418,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D135310000085 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7538530 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,山口県 私立学校一覧PDF,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/238991.pdf
山口県鴻城高等学校,私立高等学校,私立,山口県,山口市,山口県山口市小郡下郷２５８番地２,083-922-8063,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D135310000209 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7540002 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,山口県 私立学校一覧PDF,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/238991.pdf
野田学園中学校,私立中学校,私立,山口県,山口市,山口県山口市野田５６番地,083-922-5000,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C135310000041 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 7530094 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,山口県 私立学校一覧PDF,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/238990.pdf
野田学園高等学校,私立高等学校,私立,山口県,山口市,山口県山口市野田５６番地,083-922-5000,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D135310000094 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7530094 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,山口県 私立学校一覧PDF,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/238991.pdf
精華学園高等学校,私立高等学校,私立,山口県,山口市小郡栄町,山口県山口市小郡栄町５－２２,083-976-8833,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D135310000218 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7540026 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,山口県 私立学校一覧PDF,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/238991.pdf
サビエル高等学校,私立高等学校,私立,山口県,山陽小野田市,山口県山陽小野田市くし山３丁目５－１,0836-83-3587,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D135310000156 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7560080 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,山口県 私立学校一覧PDF,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/238991.pdf
松陰高等学校,私立高等学校,私立,山口県,岩国市,山口県岩国市錦町宇佐郷５０７番地,0827-74-5200,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D135310000227 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7400904 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,山口県 私立学校一覧PDF,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/238991.pdf
高水高等学校,私立高等学校,私立,山口県,岩国市,山口県岩国市尾津町２丁目２４－１８,0827-31-7191,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D135310000147 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7400032 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,山口県 私立学校一覧PDF,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/238991.pdf
高水高等学校付属中学校,私立中学校,私立,山口県,岩国市,山口県岩国市尾津町２丁目２４－１８,0827-31-7191,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C135310000069 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 7400032 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,山口県 私立学校一覧PDF,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/238990.pdf
柳井学園高等学校,私立高等学校,私立,山口県,柳井市,山口県柳井市古開作４１０,0820-22-0214,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D135310000183 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7420032 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,山口県 私立学校一覧PDF,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/238991.pdf
成進高等学校,私立高等学校,私立,山口県,美祢市,山口県美祢市大嶺町中村,0837-52-1350,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D135310000192 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7592212 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,山口県 私立学校一覧PDF,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/238991.pdf
萩光塩学院中学校,私立中学校,私立,山口県,萩市,山口県萩市大字東田町１５,0838-22-0782,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C135310000050 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 7580047 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,山口県 私立学校一覧PDF,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/238990.pdf
萩光塩学院小学校,私立小学校,私立,山口県,萩市,山口県萩市大字東田町１５,0838-22-0782,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: B135310000016 / 学校種: B1(小学校) / 本分校: 本校 / 郵便番号: 7580047 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,山口県 私立学校一覧PDF,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/238990.pdf
萩光塩学院高等学校,私立高等学校,私立,山口県,萩市,山口県萩市大字東田町１５,0838-22-0782,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D135310000101 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7580047 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,山口県 私立学校一覧PDF,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/238991.pdf
萩明倫館高等学校,私立高等学校,私立,山口県,萩市,山口県萩市椿東３１９３－２,0838-21-7550,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D135310000236 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7580011 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,山口県 私立学校一覧PDF,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/238991.pdf
長門高等学校,私立高等学校,私立,山口県,長門市,山口県長門市東深川１６２１,0837-22-2944,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D135310000174 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7594101 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,山口県 私立学校一覧PDF,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/238991.pdf
誠英高等学校,私立高等学校,私立,山口県,防府市,山口県防府市東三田尻１丁目２－１４,0835-38-5252,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D135310000129 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7470813 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,山口県 私立学校一覧PDF,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/238991.pdf
高川学園中学校,私立中学校,私立,山口県,防府市,山口県防府市大字台道３６３５番地,0835-33-0101,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C135310000087 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 7471292 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,山口県 私立学校一覧PDF,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/238990.pdf
高川学園高等学校,私立高等学校,私立,山口県,防府市,山口県防府市大字台道３６３５番地,0835-33-0101,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D135310000138 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7471292 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,山口県 私立学校一覧PDF,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/238991.pdf
みのり高等学校,私立高等学校,私立,徳島県,三好市,徳島県三好市井川町井内西４８９６－１,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D136320800049 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7794805 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
神山まるごと高等専門学校,私立高等専門学校,私立,徳島県,名西郡神山町,徳島県名西郡神山町神領字西上角１７５－１,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: G136310000014 / 学校種: G1(高専) / 本分校: 本校 / 郵便番号: 7713310 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
マーキュリー国際高等学校,私立高等学校,私立,徳島県,徳島市,徳島県徳島市徳島市南沖洲５－５－７７,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D136320100046 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7700874 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
学校法人生光学園生光学園中学校,私立中学校,私立,徳島県,徳島市,徳島県徳島市応神町中原字宮ノ前３８,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C136320100011 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 7711152 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
学校法人生光学園生光学園小学校,私立小学校,私立,徳島県,徳島市,徳島県徳島市応神町中原字宮ノ前３８,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: B136320100013 / 学校種: B1(小学校) / 本分校: 本校 / 郵便番号: 7711152 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
学校法人生光学園生光学園高等学校,私立高等学校,私立,徳島県,徳島市,徳島県徳島市応神町中原字宮ノ前３８,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D136320100037 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7711152 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
徳島文理中学校,私立中学校,私立,徳島県,徳島市,徳島県徳島市山城西４－２０,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C136320100020 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 7708054 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
徳島文理小学校,私立小学校,私立,徳島県,徳島市,徳島県徳島市山城町東浜傍示６８ー１０,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: B136320100022 / 学校種: B1(小学校) / 本分校: 本校 / 郵便番号: 7708055 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
徳島文理高等学校,私立高等学校,私立,徳島県,徳島市,徳島県徳島市山城西４－２０,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D136320100028 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7708054 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
香蘭高等学校,私立高等学校,私立,徳島県,徳島市,徳島県徳島市北前川町２丁目８,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D136320100019 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7700806 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
寒川高等学校,私立高等学校,私立,香川県,さぬき市,香川県さぬき市寒川町石田西２８０－１,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D137320600013 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7692322 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
四国学院大学香川西高等学校,私立高等学校,私立,香川県,三豊市,香川県三豊市高瀬町下勝間２３７９,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D137320800011 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7678513 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
大手前丸亀中学校,私立中学校,私立,香川県,丸亀市,香川県丸亀市大手町１－６－１,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C137320200019 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 7630034 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
大手前丸亀高等学校,私立高等学校,私立,香川県,丸亀市,香川県丸亀市大手町１－６－１,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D137320200017 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7630034 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
村上学園高等学校,私立高等学校,私立,香川県,丸亀市,香川県丸亀市幸町一丁目１０－１６,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D137320200035 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7630048 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
蓬莱中学校,私立中学校,私立,香川県,丸亀市,香川県丸亀市新浜町一丁目三番一号,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C137320200028 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 7630063 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
蓬莱高等学校,私立高等学校,私立,香川県,丸亀市,香川県丸亀市新浜町１－３－１,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D137320200026 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7630063 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
ＲＩＴＡ学園高等学校,私立高等学校,私立,香川県,仲多度郡多度津町,香川県仲多度郡多度津町西浜１２－４４,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D137340400013 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7640015 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
尽誠学園高等学校,私立高等学校,私立,香川県,善通寺市,香川県善通寺市生野町８５５－１,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D137320400015 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7650053 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
坂出第一高等学校,私立高等学校,私立,香川県,坂出市,香川県坂出市駒止町２－１－３,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D137320300016 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7620032 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
大手前高松中学校,私立中学校,私立,香川県,高松市,香川県高松市室新町１１６６,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C137320100029 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 7618062 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
大手前高松高等学校,私立高等学校,私立,香川県,高松市,香川県高松市室新町１１６６,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D137320100036 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7618062 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
穴吹学園高等学校,私立高等学校,私立,香川県,高松市,香川県高松市番町二丁目４番１４号,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D137320100054 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7600017 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
英明高等学校,私立高等学校,私立,香川県,高松市,香川県高松市亀岡町１－１０,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D137320100018 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7600006 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
香川県明善中学校,私立中学校,私立,香川県,高松市,香川県高松市亀岡町１－１０,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C137320100010 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 7600006 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
香川誠陵中学校,私立中学校,私立,香川県,高松市,香川県高松市鬼無町佐料４６９－１,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C137320100038 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 7618022 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
香川誠陵高等学校,私立高等学校,私立,香川県,高松市,香川県高松市鬼無町佐料４６９－１,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D137320100045 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 7618022 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
